"","nct_id","trial_title","Conditions","condition","Interventions","intervention_type","Sponsor_Collaborators","Gender","Age_Groups","Enrollment","Start_Date","Completion_Date","title","z","direction","m2"
"69","NCT00477672","A Study of the Safety and Efficacy of Pimavanserin (ACP-103) in Patients With Parkinson's Disease Psychosis","Parkinson's Disease Psychosis","mental health","Drug: Pimavanserin tartrate (ACP-103)|Drug: Pimavanserin tartrate (ACP-103)|Drug: Placebo","drug","ACADIA Pharmaceuticals Inc.","Both","Adult|Senior",298,"June 2007","March 2009","Antipsychotic Efficacy",-0.103,"-1",24111
"70","NCT00690794","Travatan Z in Ocular Surface Health in Patients With Open-Angle Glaucoma or Ocular Hypertension","Open-angle Glaucoma|Ocular Hypertension","other","Drug: Travoprost ophthalmic solution 0.004% with SofZia® preservative system (TRAVATAN Z®)|Drug: Latanoprost ophthalmic solution 0.005% (XALATAN®)","drug","Alcon Research","Both","Adult|Senior",726,"July 2008","April 2009","Mean Change at Day 90 From Baseline (Day 0) in Ocular Surface Disease Index (OSDI) Score",-0.0743,"-1",24112
"71","NCT00762034","A Study of Pemetrexed, Carboplatin and Bevacizumab in Patients With Nonsquamous Non-Small Cell Lung Cancer","Non-small Cell Lung Cancer","cancer","Drug: Pemetrexed|Drug: Pemetrexed|Drug: Paclitaxel|Drug: Carboplatin|Biological: Bevacizumab|Biological: Bevacizumab","biolog","Eli Lilly and Company","Both","Adult|Senior",939,"December 2008","April 2009","Overall Survival",-0.0629,"-1",24112
"72","NCT00872001","The Effect Of Acadesine On Reducing Cardiovascular and Cerebrovascular Adverse Events In Coronary Artery Bypass Graft (CABG) Surgery (Study P05633 AM1)(TERMINATED)","Coronary Artery Bypass|Myocardial Infarction|Ventricular Dysfunction, Left|Stroke|Cardi","cardiovascular","Drug: Acadesine|Drug: Normal Saline","drug","Merck Sharp & Dohme Corp.|Duke Clinical Research Institute","Both","Adult|Senior",3080,"April 2009","October 2010","Incidence of All-cause Death， Non-fatal Stroke， and Need for Mechanical Support for Severe Left Ventricular Dysfunction (SLVD) (Intent-to-Treat Population)",-0.0585,"-1",24130
"73","NCT00796120","An Efficacy and Safety Study of Trabectedin Versus Doxorubicin-Based Chemotherapy in Participants With Translocation-Related Sarcomas (TRS)","Sarcoma","cancer","Drug: Trabectedin|Drug: Doxorubicin|Drug: Ifosfamide","drug","Johnson & Johnson Pharmaceutical Research & Development, L.L.C.|PharmaMar","Both","Adult|Senior",121,"November 2008","July 2011","Progression - Free Survival (PFS)",-0.0535,"-1",24139
"74","NCT00708305","Evaluation of Plaque Fluid Fluoride Retention From Fluoride Toothpastes","Dental Caries","other","Drug: Sodium Fluoride (NaF)|Drug: Placebo","drug","GlaxoSmithKline","Both","Adult",65,"June 2008","October 2008","Natural Log Transformed Area Under the Fluoride Concentration in Plaque Fluid by Time Curve (AUC) Between 0-4 Hours",-0.0298,"-1",24106
"75","NCT00535782","A Study of the Effect of Tocilizumab on Markers of Atherogenic Risk in Patients With Moderate to Severe Rheumatoid Arthritis","Rheumatoid Arthritis","other","Drug: Tocilizumab|Drug: Placebo|Drug: Methotrexate","drug","Hoffmann-La Roche","Both","Adult|Senior",132,"October 2007","November 2008","Change From Baseline in Small Low Density Lipoprotein (sLDL) Particle Numbers",-0.024,"-1",24107
"76","NCT00242710","Study Evaluating Bazedoxifene/Conjugated Estrogens Combinations In Postmenopausal Women","Endometrial Hyperplasia|Osteoporosis","endocrine and metabolic","Drug: Bazedoxifene/Conjugated Estrogen|Drug: Bazedoxifene/Conjugated Estrogen|Drug: CE 0.45 mg/MPA 1.5mg|Other: Placebo","drug","Pfizer","Female","Adult",1083,"September 2005","March 2010","Percentage of Participants With Hyperplasia at Screening",0,"1",24123
"77","NCT00316017","Hypertonic Resuscitation Following Traumatic Injury","Shock, Traumatic","other","Drug: 7.5% hypertonic saline/6% Dextran-70 (HSD)|Drug: 7.5% hypertonic saline  (HS)|Drug: 0.9% normal saline","drug","University of Washington|National Heart, Lung, and Blood Institute (NHLBI)|National Institute of Neurological Disorders and Stroke (NINDS)|The Institu","Both","Child|Adult|Se",895,"May 2006","June 2009","28 Day Survival",0,"1",24114
"78","NCT00316121","Safety and Efficacy Study of Healos as a Bone Replacement to Treat Degenerative Disc Disease","Degenerative Disc Disease","other","Device: HEALOS and Leopard Cage|Device: Leopard Cage and Autograft","device","Advanced Technologies and Regenerative Medicine, LLC (ATRM)|DePuy Spine","Both","Adult|Senior",138,"April 2006","January 2010","Subject Success (Success is Defined Only if All of These Criteria Are Fulfilled)",0,"1",24121
"79","NCT00422292","Immunogenicity and Safety of Pediatric Vaccines When Administered With Menactra® in Healthy Toddlers","Meningococcal Meningitis|Measles|Mumps|Rubella|Varicella","other","Biological: Meningococcal Polysaccharide Diphtheria Conjugate Vaccine|Biological: Meningococcal Polysaccharide Diphtheria Conjugate Vaccine|Biological: Meningococcal Polysaccharide Diphtheria Conjugate Vaccine|Biological: Mea","biolog","Sanofi Pasteur, a Sanofi Company|Sanofi","Both","Child",1664,"December 2006","March 2010","Measles， Mumps， Rubella， and Varicella (MMRV) Antibody Values in Participants Who Received MMRV Vaccine (Groups 2 and 4 Only)",0,"1",24123
"80","NCT00443820","Efficacy Safety, and Tolerability of Topical Terbinafine in Patients With Mild to Moderate Toenail Fungus of the Big Toenail","Onychomycosis","other","Drug: terbinafine|Drug: Placebo|Drug: terbinafine|Drug: Placebo","drug","Novartis Pharmaceuticals|Novartis","Both","Child|Adult|Se",526,"December 2006","November 2008","Efficacy Assessed by the Percentage of Participants With Complete Cure at the End of Study (Week 52) After Treating for 24 or 48 Weeks",0,"1",24107
"81","NCT00443898","Efficacy, Safety, and Tolerability of Topical Terbinafine in Patients With Mild to Moderate Toenail Fungus of the Big Toenail","Onychomycosis","other","Drug: terbinafine|Drug: Placebo|Drug: terbinafine|Drug: Placebo","drug","Novartis Pharmaceuticals|Novartis","Both","Child|Adult|Se",518,"December 2006","June 2009","Efficacy Assessed by Complete Cure Rate at the End of Study (Week 52) After Treating for 24 or 48 Weeks.",0,"1",24114
"82","NCT00549939","Alfuzosin Treatment in Children and Adolescents With Neurogenic Urinary Bladder Dysfunction","Neurogenic Urinary Bladder","mental health","Drug: Alfuzosin|Drug: Placebo","drug","Sanofi","Both","Child",172,"October 2007","December 2011","Number of Patients With Detrusor Leak Point Pressure (LPP) < 40 cm H2O",0,"1",24144
"83","NCT00626548","A Phase III Trial of ZD4054 (Zibotentan) (Endothelin A Antagonist) in Non-metastatic Hormone Resistant Prostate Cancer","Prostate Cancer","cancer","Drug: ZD4054|Drug: Palcebo","drug","AstraZeneca","Male","Adult|Senior",2577,"January 2008","May 2009","Overall Survival",0,"1",24113
"84","NCT00677807","Safety, Tolerability and Efficacy of Indacaterol in Patients With Moderate-to-severe Chronic Obstructive Pulmonary Disease (COPD)","COPD","respiratory","Drug: Indacaterol|Drug: Placebo","drug","Novartis","Both","Adult|Senior",415,"May 2008","September 2010","The Number of Participants With a Clinically Notable Pulse Rate During 52 Weeks of Treatment With Indacaterol 150 µg or 300 µg Compared to Placebo",0,"-1",24129
"85","NCT00747227","Safety and Efficacy of a Violet Visible Light Blocking Intraocular Lens (IOL)","Cataract","other","Device: modified light transmission intraocular lens|Device: monofocal acrylic intraocular lens","device","Abbott Medical Optics","Both","Adult|Senior",250,"December 2006","January 2009","Best Corrected Distance Visual Acuity",0,"1",24109
"86","NCT00756548","BLI850-302: BLI850 vs an Approved Active Control Bowel Preparation in Adult Subjects Undergoing Colonoscopy","Colon Cancer","cancer","Drug: BLI850|Drug: polyethylene glycol 3350 based bowel preparation","drug","Braintree Laboratories","Both","Adult|Senior",386,"August 2008","February 2009","Efficacy - Preparation Quality Using a 4 Point Scale",0,"1",24110
"87","NCT01206660","Effects of Desoximetasone Spray 0.25% in Patients With Moderate to Severe Plaque Psoriasis","Psoriasis","other","Drug: Desoximetasone Spray 0.25%|Drug: placebo","drug","Taro Pharmaceuticals USA","Both","Adult|Senior",120,"August 2010","May 2008","Clinical Success ITT",0,"1",24101
"88","NCT01209689","A Study of Tocilizumab (RoActemra/Actemra) in Patients With Ankylosing Spondylitis Who Have Had an Inadequate Response to Previous Tumor Necrosis Factor (TNF) Antago","Spondylitis, Ankylosing","other","Drug: Tocilizumab|Drug: Placebo","drug","Hoffmann-La Roche","Both","Adult|Senior",113,"October 2010","September 2011","Percentage of ASsessment in Ankylosing Spondylitis 20 (ASAS20) Responders at Week 12",0,"-1",24141
"89","NCT00849901","A Study in the Treatment of Children and Adolescents With Major Depressive Disorder","Major Depressive Disorder","mental health","Drug: duloxetine|Drug: Placebo|Drug: fluoxetine","drug","Eli Lilly and Company","Both","Child",337,"March 2009","April 2009","Change From Baseline in Children's Depression Rating Scale-Revised (CDRS-R) Total Score at Week 10 Endpoint",0.0013,"1",24112
"90","NCT00317642","A Study of Clofarabine and Cytarabine for Older Patients With Relapsed or Refractory Acute Myelogenous Leukemia (AML)(CLASSIC I)","Acute Myelogenous Leukemia","cancer","Drug: clofarabine (IV formulation)|Drug: placebo|Drug: cytarabine","drug","Genzyme, a Sanofi Company|Sanofi","Both","Adult|Senior",326,"August 2006","December 2008","Overall Survival – Overall and by Calculated Strata (CSR 7-April-11)",0.006141278,"1",24108
"91","NCT00671502","A Study to Evaluate Two Formulations of Carisoprodol in Subjects With Musculoskeletal Spasm of the Lower Back","Lower Back Pain","other","Drug: Carisoprodol SR|Drug: Carisoprodol SR|Drug: Placebo","drug","Meda Pharmaceuticals","Both","Adult|Senior",840,"April 2008","April 2010","Subject Rating of Pain on a 100-point Visual Analog Scale (VAS)",0.027,"1",24124
"92","NCT01176240","A Two Part Study (306A/306B) to Assess Droxidopa in Treatment of NOH in Patients With Parkinson's Disease","Orthostatic Hypotension|Parkinson's Disease","cardiovascular","Drug: Droxidopa|Other: Placebo","drug","Chelsea Therapeutics","Both","Adult|Senior",225,"June 2010","June 2009","306A Efficacy: Change in Orthostatic Hypotension Questionnaire Score (OHQ)",0.027576406,"1",24114
"93","NCT00958776","A Study to Evaluate the Efficacy and Safety of IV Peramivir in Addition to Standard of Care Compared to Standard of Care Alone in Adults and Adolescents Who Are Hosp","Cough|Sore Throat|Nasal Congestion|Headache|Fever|Seasonal Influenza","other","Drug: Peramivir+SOC|Drug: Placebo+SOC","drug","BioCryst Pharmaceuticals|Department of Health and Human Services","Both","Child|Adult|Se",405,"November 2009","April 2008","Time to Clinical Resolution (Kaplan-Meier Estimate)",0.033845943,"1",24100
"94","NCT00617669","A Phase III Trial of ZD4054 (Zibotentan) (Endothelin A Antagonist) and Docetaxel in Metastatic Hormone Resistant Prostate Cancer","Prostate Cancer","cancer","Drug: Docetaxel|Drug: ZD4054|Drug: Placebo","drug","AstraZeneca","Male","Adult|Senior",1494,"January 2008","May 2011","Overall Survival",0.046389256,"1",24137
"95","NCT01009047","An Efficacy and Safety Study of Extended-Release (ER) Paliperidone in Adolescent Participants With Schizophrenia","Schizophrenia","mental health","Drug: Paliperidone extended release (ER)|Drug: Aripiprazole","drug","Janssen Research & Development, LLC","Both","Child",228,"December 2009","July 2011","Change From Baseline in the Positive and Negative Syndrome Scale (PANSS) Total Score at Day 56",0.0816,"1",24139
"96","NCT01033825","Study of the Effects of Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol on Hypothalamic-Pituitary-Adrenal (HPA) Axis","Perennial Allergic Rhinitis","other","Drug: Ciclesonide HFA Nasal Aerosol 320 mcg|Drug: Ciclesonide HFA Nasal Aerosol 160 mcg|Drug: HFA Nasal Aerosol placebo|Drug: Ciclesonide Aqueous Nasal Spray 200 mcg|Drug: AQ Nasal Spray Placebo|Drug: Placebo plus Dexamethaso","drug","Sunovion","Both","Child|Adult|Se",310,"January 2010","July 2009","Serum Cortisol Area Under the Concentration-time Curve (AUC)(0-24h) at Baseline",0.082,"1",24115
"97","NCT00471146","Study Of Gemcitabine Plus AG-013736 Versus Gemcitabine For Advanced Pancreatic Cancer.","Carcinoma, Pancreatic Ductal","cancer","Drug: AG-013736|Drug: Gemcitabine|Drug: Gemcitabine|Drug: placebo","drug","Pfizer","Both","Adult|Senior",630,"July 2007","August 2009","Overall Survival (OS)",0.109507466,"1",24116
"98","NCT00503698","The Effect of Somatropin Treatment in Adult Patients on Chronic Dialysis","Chronic Kidney Disease|End-Stage Renal Disease","other","Drug: somatropin|Drug: placebo","drug","Novo Nordisk A/S","Both","Adult|Senior",712,"July 2007","July 2011","Mortality - Time to All-cause Death",0.113038541,"1",24139
"99","NCT00744497","Randomized Study Comparing Docetaxel Plus Dasatinib to Docetaxel Plus Placebo in Castration-resistant Prostate Cancer","Prostatic Neoplasms","cancer","Drug: Placebo|Drug: Dasatinib|Drug: Docetaxel|Drug: Prednisone","drug","Bristol-Myers Squibb","Male","Adult|Senior",1930,"October 2008","September 2011","Overall Survival: Time From Randomization to Date of Death",0.1245,"1",24141
"100","NCT00252967","Atorvastatin Therapy for the Prevention of Atrial Fibrillation (SToP-AF)","Atrial Fibrillation|Inflammation","cardiovascular","Drug: Atorvastatin|Drug: Placebo","drug","Emory University|Pfizer","Both","Adult|Senior",64,"October 2005","December 2012","Time of Atrial Fibrillation Recurrence",0.125661347,"1",24156
"101","NCT01079143","Progression of Renal Interstitial Fibrosis / Tubular Atrophy (IF/TA) According to Epithelial-mesenchymal Transition (EMT) and Immunosuppressive Regimen (Everolimus B","Renal Interstitial Fibrosis","other","Drug: Certican®|Drug: Neoral|Drug: Myfortic|Drug: Simulect®|Drug: Corticosteroids","drug","Novartis Pharmaceuticals|Novartis","Both","Adult|Senior",194,"September 2009","October 2010","Number of Participants With Progression of Renal Graft Fibrosis (Primary Comparison - ITT Population",0.145,"1",24130
"102","NCT01023035","Boceprevir/Peginterferon/Ribavirin for Chronic Hepatitis C: Erythropoietin Use Versus Ribavirin Dose Reduction for Anemia (P06086 AM2)","Hepatitis C, Chronic","other","Drug: Boceprevir|Drug: Peginterferon alfa-2b (PEG2b)|Drug: Ribavirin (RBV)|Drug: Erythropoietin","drug","Merck Sharp & Dohme Corp.","Both","Adult|Senior",687,"December 2009","April 2010","Percentage of Participants With Sustained Virologic Response (SVR)",0.1737,"1",24124
"103","NCT00627497","DIAM™ Spinal Stabilization System vs. Decompression, Formerly vs. Posterolateral Fusion","Degenerative Lumbar Spinal Stenosis","other","Procedure: Single-Level Posterior Decompression|Device: DIAM Spinal Stabilization|Device: DIAM Spinal Stabilization|Device: Fusion","device","Medtronic Spinal and Biologics","Both","Adult|Senior",32,"February 2008","February 2010","Rate of Overall Success",0.1757,"1",24122
"104","NCT00249795","Atrial Fibrillation Clopidogrel Trial With Irbesartan for Prevention of Vascular Events (ACTIVE I)","Atrial Fibrillation|Cardiovascular Disease","cardiovascular","Drug: Irbesartan|Drug: placebo","drug","Sanofi|Bristol-Myers Squibb","Both","Adult|Senior",9016,"June 2003","July 2009","First Occurence of Any Component of the Composite of Myocardial Infarction， Stroke or Vascular Death as Per Adjudication",0.180194342,"1",24115
"105","NCT01529632","Comparison of Safety and Efficacy of the Combination Product QVA149A Against the Concurrent Administration of the Individual Components, QAB149 and NVA237, in Patien","Chronic Obstructive Pulmonary Disease","respiratory","Drug: QVA149|Drug: NVA237|Drug: QAB149|Drug: Placebo","drug","Novartis Pharmaceuticals|Novartis","Both","Child|Adult|Se",193,"May 2012","June 2009","Trough Forced Expiratory Volume in 1 Second (FEV1) After 28 Days of Blinded Treatment",0.225,"1",24114
"106","NCT00891735","A Study of Ranibizumab Administered Monthly or on an As-needed Basis in Patients With Subfoveal Neovascular Age-related Macular Degeneration (HARBOR)","Age-related Macular Degeneration","other","Drug: Ranibizumab","drug","Genentech, Inc.","Both","Adult|Senior",1097,"July 2009","March 2008","Change From Baseline in Best Corrected Visual Acuity (BCVA) at Month 12",0.2346,"1",24099
"107","NCT01188928","LEO 80185 in the Treatment of Psoriasis Vulgaris on the Non-scalp Regions of the Body (Trunk and/or Limbs)","Psoriasis Vulgaris","other","Drug: Calcipotriol plus betamethasone|Drug: Betamethasone-17,21-dipropionate|Drug: Calcipotriene|Drug: Topical suspension vehicle","drug","LEO Pharma","Both","Adult|Senior",1152,"September 2010","June 2011","Controlled Disease According to the Investigator’s Global Assessment of Disease Severity (IGA) at Weeks 4",0.251,"1",24138
